,Ad Name,Adset Name,Creative Type,Spend In USD,Impressions,First Ad Spend Date,Last Ad Spend Date,Days ad spending
1,MD_RK_FB_3328_IMG_EN_FU-sugar_C-A1cBeginners_H-H-1822_W09_V4 | Controlled Blood Sugar | Engineered | LP: mybody.health/startnow/a1c-mb-pbp-sugar | FB: MD | CTA: Learn More,MD + Other Project Leads | All | 41-65+ | WW + Bot Exclusions | MB Legacy Pixel | 7DC | Manual FB Only | 4x2 | NC | 12:45,SHARE,"$5,625","168,234",2025-05-22,2025-05-26,4
2,MD_LA_FB_3267_VID_EN_FU-sugar_C-SimpleVideos_H-1822_W06_V8.mp4 | 28-Day Plan | Engineered | LP: mybody.health/startnow/a1c-mb-pbp-sugar | FB: Thrive at 65 | CTA: Learn More,MD + Other Project Leads | All | 41-65+ | TOP3 + Bot Exclusions | MB Legacy Pixel | 7DC | Manual FB Only | 4x2 | NC | 12:45,VIDEO,"$3,945","195,409",2025-05-22,2025-05-26,4
3,MD_LA_FB_3267_VID_EN_FU-sugar_C-SimpleVideos_H-1822_W06_V8.mp4 | 28-Day Plan | Engineered | LP: mybody.health/startnow/a1c-mb-pbp-sugar | FB: Thrive at 65 | CTA: Learn More,MD + Other Project Leads | All | 41-65+ | WW + Bot Exclusions | MB Legacy Pixel | 7DC | Manual FB Only | 4x2 | NC | 12:45,VIDEO,"$2,442","97,666",2025-05-22,2025-05-26,4
4,MD_LA_FB_3257_IMG_EN_FU-sugar_C-Split_H-1616_T-H380_T-59_T-473_W05_V5 | 28-Day Plan | Engineered | LP: mybody.health/startnow/seniors-mb-pbp-sugar | FB: MD | CTA: Download,Klinio Leads | All | 41-65+ | WW | MB Legacy Pixel | 7DC | Manual FB Only | 3x8 | NC,SHARE,"$2,365","101,792",2025-05-23,2025-05-26,3
5,MB_MPS_FB_3484_VID_EN_FU-sugar_C-SketchWoman_H-2251_W20_V1.mp4 | 28-Day Plan | Engineered | LP: mybody.health/startnow/a1c-seniors-mb-pbp-sugar | FB: MD | CTA: Learn More,MD + Other Project Leads | All | 18-65+ | TOP3 | MB Legacy Pixel | 7DC | Manual FB Only | 4x2 | NC | 12:45,VIDEO,"$1,994","77,561",2025-05-21,2025-05-26,5
6,MD_LA_FB_3257_IMG_EN_FU-sugar_C-Split_H-1616_T-H380_T-59_T-473_W05_V5 | 28-Day Plan | Engineered | LP: mybody.health/startnow/a1c-mb-pbp-sugar | FB: MD | CTA: Download,Klinio Leads | All | 41-65+ | TOP3 | MB Legacy Pixel | 7DC | Automatic | 3x2 | NC | 13:00,SHARE,"$1,881","85,214",2025-05-18,2025-05-26,8
7,MD_LA_FB_3267_VID_EN_FU-sugar_C-SimpleVideos_H-1822_W06_V8.mp4 | 28-Day Plan | Engineered | LP: mybody.health/startnow/a1c-mb-pbp-sugar | FB: Thrive at 65 | CTA: Learn More,Physical Exercise | All | 41-65+ | WW | MB Legacy Pixel | 1DC | Manual FB Only | 5x2 | NC | 12:00,VIDEO,"$1,692","102,722",2025-05-22,2025-05-23,1
8,MD_LA_FB_3267_VID_EN_FU-sugar_C-SimpleVideos_H-1822_W06_V8.mp4 | 28-Day Plan | Engineered | LP: mybody.health/startnow/a1c-mb-pbp-sugar | FB: Thrive at 65 | CTA: Learn More,MD + Other Project Leads | All | 41-65+| WW + Bot Exclusions | MB Legacy Pixel | 7DC | Manual FB Only | 4x2 | NC | 12:45,VIDEO,"$1,647","70,258",2025-05-22,2025-05-26,4
9,MB_MPS_FB_3480_IMG_EN_FU-pcos_C-mix_H-2273_W20_V4.png | Say 👋BYE | Sick of shaving | LP: mybody.health/startnow/landing2-2-mb-pbp-pcos | FB: WW | CTA: Learn More,LAL 4-5% Purchase 30d | F Only | 18-65+ | WW | MB NEW Pixel | 1DC1DV | Automatic | 3x2 | NC | 12:55,SHARE,"$1,573","144,408",2025-05-19,2025-05-20,1
10,MD_RK_FB_3328_IMG_EN_FU-sugar_C-A1cBeginners_H-H-1822_W09_V4 | Controlled Blood Sugar | Engineered | LP: mybody.health/startnow/a1c-mb-pbp-sugar | FB: MD | CTA: Learn More,MD + Other Project Leads | All | 41-65+ | TOP3 + Bot Exclusions | MB Legacy Pixel | 7DC | Manual FB Only | 4x2 | NC | 12:45,SHARE,"$1,504","38,875",2025-05-22,2025-05-23,1
